Handle,Command,Body HTML
single-stage-24-vac-standard-opening-standing-pilot-gas-valve-3-4-x-3-4-in-set-3-5-in-wc,UPDATE,"<p>The VR8300M4406 is a single-stage gas control valve from Resideo (Honeywell Home) for standing pilot appliances, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Standing pilot</strong> means a small flame burns continuously and lights the main burner on a call for heat. The thermocouple or thermopile in that flame generates the millivolts that hold the pilot valve open — which is why a standing pilot appliance shuts itself off safely if the pilot goes out, with no electronics involved at all.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8300M4406/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Standing pilot</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267581110</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-fast-fast-opening-24-v-ac-natural-gas,UPDATE,"<p>The VR8215S1214T is a single-stage gas control valve from Resideo (Honeywell Home) for direct ignition appliances, 1/2 in x 1/2 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct ignition</strong> skips the pilot entirely: the main burner is lit directly by a spark or a hot surface igniter and proved by flame rectification. Fewer parts in the gas path, and nothing burning between cycles.</p><p>The valve is <strong>fast</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8215S1214T/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct ignition</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 1/2 in x 1/2 in</li><li><strong>Opening rate:</strong> Fast</li><li><strong>UPC:</strong> 085267676366</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"<p>The VR8205A2024 is a single-stage gas control valve from Resideo (Honeywell Home) for direct ignition appliances, 1/2 in x 1/2 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct ignition</strong> skips the pilot entirely: the main burner is lit directly by a spark or a hot surface igniter and proved by flame rectification. Fewer parts in the gas path, and nothing burning between cycles.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8205A2024/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct ignition</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 1/2 in x 1/2 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267113274</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas-hone-vr8215s1248t-u,UPDATE,"<p>The VR8215S1248T is a single-stage gas control valve from Resideo (Honeywell Home) for direct ignition appliances, 1/2 in x 1/2 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct ignition</strong> skips the pilot entirely: the main burner is lit directly by a spark or a hot surface igniter and proved by flame rectification. Fewer parts in the gas path, and nothing burning between cycles.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8215S1248T/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct ignition</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 1/2 in x 1/2 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267345293</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-3-4-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,"<p>The VR8305M3506 is a single-stage gas control valve from Resideo (Honeywell Home) for direct ignition appliances, 1/2 in x 3/4 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Direct ignition</strong> skips the pilot entirely: the main burner is lit directly by a spark or a hot surface igniter and proved by flame rectification. Fewer parts in the gas path, and nothing burning between cycles.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8305M3506/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Direct ignition</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 1/2 in x 3/4 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267114998</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-gas-controls-for-intermittent-pilot-appliance-1-2-in-x-1-2-in-inlet-outlet-size-slow-opening-24-v-ac-natural-gas,UPDATE,"<p>The VR8204H1006 is a single-stage gas control valve from Resideo (Honeywell Home) for intermittent pilot appliances, 1/2 in x 1/2 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Intermittent pilot</strong> lights the pilot only when heat is called for, proves it, and then opens the main valve. Nothing burns between cycles, which is the fuel saving over a standing pilot, and the ignition module watches the flame rod the whole time the burner runs.</p><p>The valve is <strong>slow opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8204H1006/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Intermittent pilot</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 1/2 in x 1/2 in</li><li><strong>Opening rate:</strong> Slow opening</li><li><strong>UPC:</strong> 085267112994</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-gas-controls-for-intermittent-pilot-appliance-3-4-in-x-3-4-in-inlet-outlet-size-step-opening-24-v-ac-lp-gas,UPDATE,"<p>The VR8304P4330 is a single-stage gas control valve from Resideo (Honeywell Home) for intermittent pilot appliances, 3/4 in x 3/4 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Intermittent pilot</strong> lights the pilot only when heat is called for, proves it, and then opens the main valve. Nothing burns between cycles, which is the fuel saving over a standing pilot, and the ignition module watches the flame rod the whole time the burner runs.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8304P4330/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Intermittent pilot</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 3/4 in x 3/4 in</li><li><strong>UPC:</strong> 085267114851</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-gas-controls-for-standing-pilot-appliance-3-4-in-x-3-4-in-standard-opening-120-v-ac-natural-gas-lp-with-included-conversion-kit,UPDATE,"<p>The VR4300A4502 is a single-stage gas control valve from Resideo (Honeywell Home) for standing pilot appliances, 3/4 in x 3/4 in inlet and outlet.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Standing pilot</strong> means a small flame burns continuously and lights the main burner on a call for heat. The thermocouple or thermopile in that flame generates the millivolts that hold the pilot valve open — which is why a standing pilot appliance shuts itself off safely if the pilot goes out, with no electronics involved at all.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR4300A4502/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Standing pilot</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Inlet x outlet:</strong> 3/4 in x 3/4 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267111843</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-gas-controls-for-standing-pilot-appliance-3-4-in-x-3-4-in-standard-opening-24-v-ac-natural-gas-lp-with-included-conversion-kit,UPDATE,"<p>The VR8300A4516 is a single-stage gas control valve from Resideo (Honeywell Home) for standing pilot appliances, 3/4 in x 3/4 in inlet and outlet, 24 Vac coil.</p><p>The gas valve is the component that admits fuel to the burner and shuts it off. It carries the main shutoff, the pressure regulator that holds manifold pressure steady as supply pressure varies, and the safety interlock that keeps gas off until the control system has proved it is safe to light.</p><p><strong>Standing pilot</strong> means a small flame burns continuously and lights the main burner on a call for heat. The thermocouple or thermopile in that flame generates the millivolts that hold the pilot valve open — which is why a standing pilot appliance shuts itself off safely if the pilot goes out, with no electronics involved at all.</p><p>The valve is <strong>standard opening</strong>. A slow-opening valve ramps the burner up over a couple of seconds to soften the light-off; a standard-opening valve goes to full rate at once. Match the opening rate of the valve coming out — this is one of the differences that does not show on the outside of the body.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> VR8300A4516/U</li><li><strong>Type:</strong> Gas control valve</li><li><strong>Ignition system:</strong> Standing pilot</li><li><strong>Staging:</strong> Single-stage</li><li><strong>Coil voltage:</strong> 24 Vac</li><li><strong>Inlet x outlet:</strong> 3/4 in x 3/4 in</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>Shipping weight:</strong> 2.5 lb</li><li><strong>Category:</strong> Gas Valves</li></ul>"
single-stage-lp-to-natural-gas-conversion-kit-3-in-wc-to-5-in-wc-adjustment-range,UPDATE,"<p>LP to natural gas conversion kit from Resideo (Honeywell Home), part number 396222/U, for single stage gas valves, changing the manifold setting from 3 in WC to 5 in WC.</p><p>Converting an appliance between natural gas and propane is not a setting change. The two fuels carry very different energy per cubic foot and run at different manifold pressures, so the conversion swaps the metering parts in the valve and resets the regulator to the pressure the other fuel needs.</p><p>Going from propane to natural gas means opening the appliance up: natural gas carries roughly a third of the heating value per cubic foot, so the orifice has to pass considerably more volume to deliver the same input.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 396222/U</li><li><strong>Conversion:</strong> LP to natural gas</li><li><strong>Valve staging:</strong> Single Stage</li><li><strong>Manifold pressure:</strong> 3 in WC to 5 in WC</li><li><strong>UPC:</strong> 085267263115</li><li><strong>Category:</strong> Gas Conversion Kits</li></ul>"
single-stage-lp-to-natural-gas-conversion-kit-5-in-wc-to-7-in-wc-adjustment-includes-regulator-spring-o-ring-adjustment-screw-and-cap-screw,UPDATE,"<p>LP to natural gas conversion kit from Resideo (Honeywell Home), part number 395253-1/U, for single stage gas valves, changing the manifold setting from 5 in WC to 7 in WC.</p><p>Converting an appliance between natural gas and propane is not a setting change. The two fuels carry very different energy per cubic foot and run at different manifold pressures, so the conversion swaps the metering parts in the valve and resets the regulator to the pressure the other fuel needs.</p><p>Going from propane to natural gas means opening the appliance up: natural gas carries roughly a third of the heating value per cubic foot, so the orifice has to pass considerably more volume to deliver the same input.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 395253-1/U</li><li><strong>Conversion:</strong> LP to natural gas</li><li><strong>Valve staging:</strong> Single Stage</li><li><strong>Manifold pressure:</strong> 5 in WC to 7 in WC</li><li><strong>UPC:</strong> 085267030618</li><li><strong>Category:</strong> Gas Conversion Kits</li></ul>"
single-stage-natural-to-lp-gas-conversion-kit-8-in-wc-to-12-in-wc-adjustment-range,UPDATE,"<p>Natural gas to LP conversion kit from Resideo (Honeywell Home), part number 396221/U, for single stage gas valves, changing the manifold setting from 8 in WC to 12 in WC.</p><p>Converting an appliance between natural gas and propane is not a setting change. The two fuels carry very different energy per cubic foot and run at different manifold pressures, so the conversion swaps the metering parts in the valve and resets the regulator to the pressure the other fuel needs.</p><p>Going from natural gas to propane means closing the appliance down. Propane is far denser in energy, and an appliance left on natural gas orifices after a propane conversion will overfire — sooting, a lifting flame, and a heat exchanger running well past what it was designed for.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> 396221/U</li><li><strong>Conversion:</strong> Natural gas to LP</li><li><strong>Valve staging:</strong> Single Stage</li><li><strong>Manifold pressure:</strong> 8 in WC to 12 in WC</li><li><strong>UPC:</strong> 085267263108</li><li><strong>Category:</strong> Gas Conversion Kits</li></ul>"
slow-opening-smartvalve-direct-hot-surface-ignition-natural-lp-with-included-conversion-kit-1-2-in-nptx-1-2-in-npt,UPDATE,"<p>The SV9510K2539 is a SmartValve system control from Resideo (Honeywell Home): gas valve and ignition module in one assembly, built for direct ignition appliances.</p><p>What makes a SmartValve different from a plain gas valve is that the ignition sequence lives inside it. A conventional system needs a separate ignition module wired to the valve; the SmartValve carries the timing, the trial-for-ignition and the flame proving itself, which removes a module, a harness and a set of connections from the appliance.</p><p>The valve is <strong>slow opening</strong>. Opening rate matters on ignition: too fast on a burner that was designed for a soft light-off gives a hard start, and too slow on one expecting full rate can drop out the flame proving before the burner is established.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> SV9510K2539/U</li><li><strong>Type:</strong> SmartValve system control</li><li><strong>Ignition:</strong> Direct ignition</li><li><strong>Opening rate:</strong> Slow opening</li><li><strong>UPC:</strong> 085267297714</li><li><strong>Category:</strong> Gas Valves</li></ul>"
standard-2-stage-opening-smartvalve-intermittent-hot-surface-pilot-ignition-natural-gas-1-2-in-npt-x-1-2-in-npt-inlet-outlet-size,UPDATE,"<p>The SV9541Q2561 is a SmartValve system control from Resideo (Honeywell Home): gas valve and ignition module in one assembly, built for intermittent pilot appliances.</p><p>What makes a SmartValve different from a plain gas valve is that the ignition sequence lives inside it. A conventional system needs a separate ignition module wired to the valve; the SmartValve carries the timing, the trial-for-ignition and the flame proving itself, which removes a module, a harness and a set of connections from the appliance.</p><p>The valve is <strong>standard opening</strong>. Opening rate matters on ignition: too fast on a burner that was designed for a soft light-off gives a hard start, and too slow on one expecting full rate can drop out the flame proving before the burner is established.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> SV9541Q2561/U</li><li><strong>Type:</strong> SmartValve system control</li><li><strong>Ignition:</strong> Intermittent pilot</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>Staging:</strong> Two-stage</li><li><strong>UPC:</strong> 085267297677</li><li><strong>Category:</strong> Gas Valves</li></ul>"
standard-opening-intermittent-pilot-with-comb-air-control,UPDATE,"<p>The SV9641M4510 is a SmartValve system control from Resideo (Honeywell Home): gas valve and ignition module in one assembly, built for intermittent pilot appliances.</p><p>What makes a SmartValve different from a plain gas valve is that the ignition sequence lives inside it. A conventional system needs a separate ignition module wired to the valve; the SmartValve carries the timing, the trial-for-ignition and the flame proving itself, which removes a module, a harness and a set of connections from the appliance.</p><p>The valve is <strong>standard opening</strong>. Opening rate matters on ignition: too fast on a burner that was designed for a soft light-off gives a hard start, and too slow on one expecting full rate can drop out the flame proving before the burner is established.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> SV9641M4510/U</li><li><strong>Type:</strong> SmartValve system control</li><li><strong>Ignition:</strong> Intermittent pilot</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267297684</li><li><strong>Category:</strong> Gas Valves</li></ul>"
standard-opening-smartvalve-intermittent-hot-surface-pilot,UPDATE,"<p>The SV9501M2528 is a SmartValve system control from Resideo (Honeywell Home): gas valve and ignition module in one assembly, built for intermittent pilot appliances.</p><p>What makes a SmartValve different from a plain gas valve is that the ignition sequence lives inside it. A conventional system needs a separate ignition module wired to the valve; the SmartValve carries the timing, the trial-for-ignition and the flame proving itself, which removes a module, a harness and a set of connections from the appliance.</p><p>The valve is <strong>standard opening</strong>. Opening rate matters on ignition: too fast on a burner that was designed for a soft light-off gives a hard start, and too slow on one expecting full rate can drop out the flame proving before the burner is established.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> SV9501M2528/U</li><li><strong>Type:</strong> SmartValve system control</li><li><strong>Ignition:</strong> Intermittent pilot</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>Shipping weight:</strong> 2.0 lb</li><li><strong>Category:</strong> Gas Valves</li></ul>"
standard-opening-smartvalve-intermittent-hot-surface-pilot-ignition-natural-lp-with-included-conversion-kit-3-4-in-npt-x-3-4-in-npt,UPDATE,"<p>The SV9601M4571 is a SmartValve system control from Resideo (Honeywell Home): gas valve and ignition module in one assembly, built for intermittent pilot appliances.</p><p>What makes a SmartValve different from a plain gas valve is that the ignition sequence lives inside it. A conventional system needs a separate ignition module wired to the valve; the SmartValve carries the timing, the trial-for-ignition and the flame proving itself, which removes a module, a harness and a set of connections from the appliance.</p><p>The valve is <strong>standard opening</strong>. Opening rate matters on ignition: too fast on a burner that was designed for a soft light-off gives a hard start, and too slow on one expecting full rate can drop out the flame proving before the burner is established.</p><p><strong>Gas appliance safety.</strong> A gas valve must match the appliance it is fitted to — ignition system, capacity, inlet pressure and gas type. Replacement is work for a licensed gas technician, and the appliance manufacturer's parts list is what decides the correct valve, not the physical fit of the threads. If the replacement does not match, the appliance can fail to light, fail to prove flame, or overfire.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> SV9601M4571/U</li><li><strong>Type:</strong> SmartValve system control</li><li><strong>Ignition:</strong> Intermittent pilot</li><li><strong>Opening rate:</strong> Standard opening</li><li><strong>UPC:</strong> 085267297738</li><li><strong>Category:</strong> Gas Valves</li></ul>"
standing-pilot-burner-for-natural-gas-includes-an-a26-and-k14-orifices-1-in-batwing-tip-style-b-style-mounting-bracket-primary-aeration,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q327A1626/U.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q327A1626/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Shipping weight:</strong> 0.2 lb</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
standing-pilot-burner-for-natural-gas-with-front-single-tip-style,UPDATE,"<p>Pilot burner from Resideo (Honeywell Home), part number Q314A4586/U, front single-tip style.</p><p>The pilot burner holds the small standing flame that lights the main burner and keeps the thermocouple hot. It is a part that does not fail so much as it clogs — lint, rust scale and spider webs in the pilot tube are the classic cause of a furnace that will not stay lit.</p><p>The <strong>front tip</strong> orientation aims the flame at the main burner. Tip direction is not cosmetic: a pilot aimed wrong lights late, heats the thermocouple poorly, or fails to carry over to the burner at all.</p><p>Pilot assemblies are sized and aimed for the appliance they were built for, and the catalogue is full of parts that look alike across the bench. Bracket geometry, tube length, tip direction and orifice all have to line up, which is why the part number on the old assembly is worth more than a visual match.</p><p>When a pilot problem turns out not to be the burner, it is nearly always upstream of it: a blocked or kinked pilot tube, a thermocouple that no longer makes millivolts, or a draft condition pulling the flame off the thermocouple tip. Replace the assembly, but check the tube and the draft while it is apart.</p><ul><li><strong>Brand:</strong> Resideo (Honeywell Home)</li><li><strong>Manufacturer Part #:</strong> Q314A4586/U</li><li><strong>Type:</strong> Pilot burner</li><li><strong>Tip style:</strong> Front</li><li><strong>UPC:</strong> 085267000345</li><li><strong>Category:</strong> Pilot Burners</li></ul>"
